"","a1","X1","X2","X3","X4","X5","X6","X7","X8","X9","X10","X11","X12","X13","X14","X15","X16","X17","X18","X19","X20","X21","X22","X23","X24","X25","X26","X27","X28","X29","X30"
"12","BC2",-0.10848155260741,-0.10848155260741,0.0974712952773576,0.0974712952773576,-0.10848155260741,-0.10848155260741,0.116293454503768,0.116293454503768,0.116293454503768,0.116293454503768,0.0974712952773576,-0.10848155260741,-0.127303711833821,-0.10848155260741,0.116293454503768,-0.127303711833821,0.116293454503768,0.116293454503768,0.116293454503768,-0.127303711833821,-0.10848155260741,0.116293454503768,-0.10848155260741,0.116293454503768,-0.10848155260741,0.116293454503768,-0.10848155260741,-0.10848155260741,0.116293454503768,0.116293454503768
"13","BC5",10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10
"14","TX4",10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10
"15","BLAN_033",0.42399127544069,0.4542678048786,1.0987705868365,0.741719152176704,0.626033716138558,0.354060867198204,0.0320947729661908,0.356238535668839,0.522894170052718,0.233620094487849,0.111010009310935,1.40013433965208,0.0954636242916438,1.923749069349,0.701872752083103,1.47129948068313,0.526024288693208,1.69649222400066,0.403226060142516,0.798112715673435,0.290620289199381,1.4669624470538,0.826166318585048,0.610273470526471,0.206429931645293,-0.0578678642630284,0.154117273119608,0.995216929013045,1.39307952081648,0.535762430551814
"16","BLAN_032",1.50147759038193,2.17296433741148,2.28403362074788,1.90091467270571,0.263121250313587,1.9732935150496,1.30991995941028,2.04704961044963,1.2640855436011,1.86457907872199,0.596116418867465,1.94691131510092,2.15443531526792,0.57363016520296,1.26836153473422,2.07581091039515,2.27095136030018,1.28009638097169,1.15069886892256,0.650621891780914,1.06504239361286,2.0551982656327,2.05512275534336,0.71466191900231,1.82713160208496,1.74968728210411,1.9828385541061,1.94436490594743,2.42641070890674,2.04463294754323
"17","SCBI_004",0.251566285265784,0.304262692496108,1.0187164210181,0.516765485969829,0.777624653336342,0.94699456344874,1.31447090387345,0.481188954139592,0.957185694783763,0.919442984095646,0.727701389928174,0.439526939093277,1.01746772117648,0.500078644920138,0.61881680441633,0.708645795281238,0.963868730920636,1.27252674993546,0.217160841653598,0.835020515418888,0.542909107455294,0.47770609305934,0.559427251111615,0.439195714455879,1.22117528754626,0.867490801984234,0.142495180333008,0.491121030717328,0.934460603059193,0.825522148037857
"18","SERC_001",0.97751748730631,0.446293000099848,1.31358110735095,0.203560447351032,0.229325320054805,0.907571625523316,0.21626567316871,1.27561342227448,0.130730442740716,0.173360215232041,0.0112068134280137,0.422864935260493,0.1697490443805,0.120639472872571,0.92694809475294,0.204624877636856,0.649548765718169,0.822375332900122,-0.120977327838785,0.225159199517788,0.619330126210053,0.0799187324270907,0.0953683095999184,0.939437087631853,-0.107467855987676,0.319024173262569,0.130022168796179,0.25363518443713,0.823963519630881,0.978060853400264
"19","SERC_045",-0.166673807560752,-0.166673807560752,-0.0906161494898578,-0.0263038120352191,0.133692994232793,0.155662183987707,-0.0263038120352191,0.477737459914392,0.124793571155696,-0.130384185398967,-0.166673807560752,0.0974033720710078,0.20085122922659,0.0974033720710078,0.0974033720710078,-0.272582145512784,0.650804032860221,0.109579906918885,0.124793571155696,0.328468041311762,0.0974033720710078,0.0885039489939106,0.687093655022006,-0.0906161494898578,0.568432133629613,0.628834843105306,0.0188852332036632,0.0099858101265662,-0.166673807560752,0.0885039489939106
"20","SERC_044",0.0198157064744479,0.701186817735982,0.0962186290475822,0.17398283102109,0.138970449138902,0.143868155082915,0.558318635997558,-0.0392541155255251,0.0266608743226637,0.210942674807482,0.130335022118842,0.126333304985757,-0.0579484954990607,0.706084523679995,0.0616732562048519,0.189726966954816,0.198626390031913,0.0316451209795813,0.147869872215999,0.549419212920461,0.0355602973997606,-0.230464344136202,0.121435599041744,0.378934541456753,0.147869872215999,0.121435599041744,0.194624672898829,0.405047500261844,0.52670042913919,0.684868815827329
"21","SERC_047",1.58262408623848,-0.220672309142432,0.266711499344914,0.372535029561015,0.273941806661516,-0.0193186763886893,0.418413558938181,-0.0193186763886893,1.19077038028878,0.266711499344914,0.372535029561015,0.319820336038682,1.06293372293279,0.35459775738453,-0.0193186763886893,-0.238609581318917,0.273941806661516,-0.125142206604789,-0.172322913237767,-0.2737811458362,0.347367450067929,-0.0265489837052903,1.60779166573157,-0.117911899288189,1.60056135841497,0.870112574751455,-0.0193186763886893,0.365304722244413,0.968705797650955,1.07016403024939
"22","SERC_003",0.0316033229659067,0.0517309071183685,0.026551895820434,0.0316033229659067,-0.0379149377553986,0.101739729043711,0.19580188178751,0.0457918133961303,0.51612289787249,0.0517309071183685,0.43726873962363,0.0824998114680145,-0.0174501776819422,-0.0523022624284252,0.0457918133961303,0.107678822765949,0.0517309071183685,-0.0330623448527297,0.0884389051902531,0.646005382111408,0.218321389429171,0.0373114700885534,-0.0531899290051906,0.026551895820434,0.0457918133961303,0.0457918133961303,0.0517309071183685,-0.0330623448527297,0.0517309071183685,0.201740975509748
"23","STEI_005",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"24","STEI_001",0.220386891914962,0.0753504574709513,0.0150328210991631,0.0722147263627565,-0.0138635859444156,0.24755310361323,0.643337080124765,0.123126267026913,0.107560746695646,0.289214713101351,0.0980915306870915,0.0565984564428345,0.67092905548385,0.50079393252745,0.0232372410700569,0.295963244916383,0.0667500678315692,0.0204175353509043,0.184876766386138,0.541052470385406,0.514338011734602,0.266000939851701,0.257963189476491,0.00728162057053147,0.19771996491805,-0.0134309967966329,0.0240294917087486,0.547220488824767,0.0583416285876425,0.268287481849145
"25","HARV_020",0.110015303077105,0.455887733346988,-0.0392541155255251,0.105117597133092,0.50353725938232,0.0247134124184604,0.121435599041744,0.0247134124184604,0.0198157064744479,0.647908972040938,0.00839541050980769,-0.0441518214695379,0.157664829112438,0.455887733346988,0.121435599041744,-0.0392541155255251,0.50353725938232,0.00839541050980769,-0.0392541155255251,0.126333304985757,0.00349770456579555,-0.0441518214695379,0.157664829112438,-0.0229361136168729,0.00349770456579555,0.0198157064744479,0.110015303077105,0.157664829112438,0.00349770456579555,0.00839541050980769
"26","HARV_033",0.0418255568783709,0.0418255568783709,-0.182949450232808,-0.171939192902755,0.0528358142084234,0.0418255568783709,-0.182949450232808,0.0528358142084234,-0.171939192902755,0.0418255568783709,0.0418255568783709,0.0418255568783709,0.0418255568783709,0.0418255568783709,0.0418255568783709,0.0418255568783709,0.0418255568783709,0.0528358142084234,0.0528358142084234,0.0418255568783709,0.0528358142084234,0.0528358142084234,0.0418255568783709,-0.171939192902755,0.0528358142084234,0.0418255568783709,0.0418255568783709,0.0418255568783709,0.0418255568783709,0.0528358142084234
"27","HARV_035",1.14687843320785,0.697328418985495,1.14687843320785,0.120474692929318,-0.216963105214821,0.00781190189635772,-0.0110102573300528,0.139296852155728,-0.0110102573300528,-0.235785264441231,0.00781190189635772,-0.216963105214821,1.05358837635604,0.232586909007536,0.922103426096673,-0.216963105214821,-0.216963105214821,-0.0110102573300528,1.12805627398144,0.00781190189635772,-0.0110102573300528,0.120474692929318,0.213764749781125,0.232586909007536,0.213764749781125,0.120474692929318,0.232586909007536,-0.235785264441231,0.00781190189635772,0.232586909007536
"28","HARV_037",0.642792989622625,0.063616206586397,0.132751580808474,0.595612282989648,0.132751580808474,0.595612282989648,0.063616206586397,0.208237750405192,0.642792989622625,0.110796913219374,0.740233826808443,0.664747657211725,0.110796913219374,0.063616206586397,0.110796913219374,0.132751580808474,0.642792989622625,0.063616206586397,0.395560827491716,0.110796913219374,0.063616206586397,0.063616206586397,-0.183615955544512,0.132751580808474,0.642792989622625,0.110796913219374,0.110796913219374,0.063616206586397,0.063616206586397,0.063616206586397
"29","TREE_014",0.936719646852369,0.339437542696956,0.363494538234383,0.20414857231545,1.14415849234807,0.275913383708148,-0.00890534221244704,1.14415849234807,1.01519779033174,0.330610884696358,0.168328240820331,0.786709578460989,1.31817313401137,0.0658736819754007,0.680275741120901,0.801917572955929,0.462985174937917,0.693084455092066,0.541384092693872,0.475462519210056,0.036124891549183,1.54126998531058,0.256881044679351,1.47381641493681,0.302190003554407,0.982512321948431,0.157536554195424,0.404874085724474,0.369513712326267,1.40060239807953
"30","BART_042",0.0983142107329762,0.0905023088366189,0.0905023088366189,0.0905023088366189,-0.033170739526394,0.0983142107329762,-0.0409826414227518,-0.033170739526394,0.535871084633426,0.543682986529783,0.0983142107329762,0.0905023088366189,0.675167936789154,0.543682986529783,-0.033170739526394,0.543682986529783,-0.0409826414227518,0.675167936789154,0.675167936789154,-0.033170739526394,-0.033170739526394,0.0905023088366189,0.0983142107329762,0.0983142107329762,-0.033170739526394,-0.0409826414227518,-0.033170739526394,-0.033170739526394,0.675167936789154,0.0905023088366189
"31","BART_002",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"32","TREE_001",-0.00834800765304338,0.546891802222136,0.248122047030182,-0.0219439248883787,0.0683113210377915,0.0557599802265574,0.248557722204104,0.0816121448912487,0.0614039805669176,-0.309633834736658,0.0208116363409999,0.0824998114680145,0.0316033229659067,-0.181444007929214,0.11130372319829,0.238448973581632,0.433640989218722,0.113319973133742,0.102759233108427,0.107678822765949,-0.290938671628855,0.00642431166797307,-0.125496092281634,0.0123634053902114,0.57689129406595,0.496882980296793,0.692049277710847,0.691161611134081,0.101739729043711,-0.173713147663861
"33","UNDE_035",-0.105198466326829,0.115214039802901,0.115214039802901,1.37843408505365,1.37843408505365,0.115214039802901,0.115214039802901,-0.105198466326829,0.115214039802901,0.115214039802901,0.115214039802901,0.115214039802901,0.115214039802901,1.37843408505365,0.115214039802901,0.115214039802901,0.115214039802901,0.115214039802901,0.115214039802901,-0.105198466326829,-0.105198466326829,1.37843408505365,1.37843408505365,0.115214039802901,1.37843408505365,1.37843408505365,1.37843408505365,1.15802157892392,1.37843408505365,0.115214039802901
"34","UNDE_037",-0.0744678976253972,-0.0605966138676146,0.164178393243564,0.150307109485782,-0.0605966138676146,1.0645986336861,0.853694910332701,0.853694910332701,-0.0605966138676146,0.164178393243564,0.150307109485782,-0.0605966138676146,0.164178393243564,0.853694910332701,-0.0744678976253972,-0.0605966138676146,0.164178393243564,0.164178393243564,-0.0744678976253972,0.164178393243564,0.164178393243564,-0.0744678976253972,0.164178393243564,-0.0605966138676146,0.164178393243564,-0.0605966138676146,0.164178393243564,-0.0605966138676146,0.164178393243564,-0.0605966138676146
"35","UNDE_017",10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10
"36","UNDE_006",0.972031127913461,0.152524555301341,1.06877357866969,0.247898615318316,0.103769506367547,0.586449772105571,1.40646780934305,0.670747811666365,0.570706749584824,1.0249764751627,0.634649876036166,0.0949865429426323,0.35278011828987,1.03702493541465,0.558692817942436,1.13546851099969,0.476365897419636,0.636981821069249,0.290978931945383,1.31357238759398,0.0889688072990419,1.04954803837144,0.716809355110071,0.298725934157378,0.547027488693566,0.644155139354374,0.44636154508779,1.03443054515546,0.545048087897352,0.38894092025472
"37","UNDE_019",0.0538727793349959,-0.043661308392257,0.0538727793349959,0.0538727793349959,0.685482801960369,0.0538727793349959,0.0538727793349959,0.685482801960369,0.587948714233116,0.587948714233116,0.0538727793349959,0.587948714233116,0.0538727793349959,0.587948714233116,0.0538727793349959,0.0538727793349959,0.587948714233116,0.587948714233116,0.685482801960369,0.0538727793349959,0.0538727793349959,-0.043661308392257,0.587948714233116,-0.043661308392257,0.0538727793349959,-0.043661308392257,-0.043661308392257,0.685482801960369,0.0538727793349959,0.0538727793349959
"38","UNDE_014",10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10
"39","UNDE_001",0.166545013132025,0.233683767117259,0.0589428661771092,0.142175288704203,0.132323317549961,0.203433824861597,0.268216565581634,0.529335386286958,-0.165798072346972,0.099175139231191,0.570684588095869,0.0726995976852294,0.480360813620444,0.260937997037079,0.10965366005499,0.473392116742783,0.188476401406269,0.132005942987184,0.0376869846442807,0.05503080012986,0.169053280631255,0.136139052461036,0.255980656479423,0.423225695122045,0.122221401774216,0.00928549791986069,0.13107847661795,0.119971025396165,0.176247193488856,0.0931086676326956
"40","UNDE_044",0.135650383924205,0.549707691261884,0.915207618548758,0.660337858864932,0.265523344140468,0.335023749219983,0.598765668281761,0.761874384178302,0.671309415520477,0.472446202256723,0.453893847774685,0.217308960463719,0.793833747963418,0.424254955129336,0.315407330961072,0.205067658339788,0.586618064724856,0.711184147756777,1.00420191136413,0.23310353980774,0.338571537305584,0.619237465925132,0.726970244681902,0.842998296019031,0.870064169780439,0.199216951983059,0.677243564688822,0.0186428508569262,0.746342642771518,0.52100412622886
"41","UNDE_043",0.17224123123778,0.46070491635286,0.7523113068025,0.49611270880769,0.323104369381309,0.72090938743413,0.383083329309743,0.91532128034627,0.346240249332309,0.690321166772432,0.292589087866813,0.318355177949193,0.249732234861704,0.276683855283592,0.860151468128292,0.95363089820894,0.293496167470308,0.303366786760908,0.146658548100496,0.215026587580031,0.235427147429253,0.341205674911895,0.0659589529619588,0.705254910458918,0.252349741511031,0.116790348016505,0.679292388557332,0.791249437063316,-0.0867076010869663,0.144682750518833
"42","NIWO_043",1.0198781538888,0.304149664676964,0.535264280196419,1.10576747646377,0.834392015229565,0.798163157819816,0.791612373301576,1.0400560114893,1.11850858719671,0.830518098101783,0.816758492611083,1.03951450688255,0.697215894197233,1.04694236975041,1.29135443389598,1.03047061725346,0.975365693957899,1.07888228965035,1.00967648842425,0.73826640159135,0.597709424837543,1.00876650189739,0.891014521731953,0.712849551051682,0.811062444629476,0.405647093348688,0.537424370670422,0.815756564340371,0.874059650959206,0.88023727659888
"43","NIWO_042",0.123314655976099,-0.0215828225251583,0.0244055977915636,0.0507064928815405,0.256502476592312,0.0831887644812238,0.0182774111253237,0.045017794127029,0.028883704618354,0.0337481095134076,0.0470846956546434,0.0470846956546434,0.466582724702161,0.257745084260468,0.0441994806114536,0.613262053854594,0.229092722126132,-0.0641492074731345,0.434308565340929,0.0975742465718139,0.109823147439878,-0.0612925339183468,0.660284729939852,0.247293713162421,0.21844348662505,0.196978787168697,-0.153020800427141,-0.157885205322196,0.0613127863745713,-0.0019438621002541
"44","NIWO_008",0.445937170130228,0.358560381477721,0.0529818319059256,1.09976802114826,0.487645465751517,0.93261352426283,0.358730985130019,1.07088646990274,0.745548950478856,0.657982728569855,0.172845097748397,0.305077581211374,0.188586193844456,-0.00687235053637136,0.385911349800629,0.309386081009327,0.341899750218474,0.0853862953427564,0.393649441367112,0.816626085217664,0.267538903414291,0.504377513964061,0.943846359482228,0.897255764773214,0.963628896553826,0.738140534976083,0.497768678925814,0.368495063238691,0.275012437652442,0.807463874236898
"45","NIWO_003",0.424023975068204,0.206176174285759,1.18419716648016,1.01953714984695,0.765383730142966,0.577266289838698,0.506948175208427,0.612604997596005,0.680690507867004,0.863127527736454,1.27714709657859,1.3235801941839,0.495581076024564,0.307155677772825,0.884191771910761,0.939192737581049,0.593286159027132,0.87135796442224,0.465747477961429,0.38282648206808,-0.0247043690302476,0.518552087297606,0.786963051735062,0.979049384616325,0.660442400451911,0.29548826748171,0.228994493152428,0.335120151989104,0.374763140915932,-0.0842958580764488
"46","BART_023",10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10
"47","BLAN_002",0.941100966834995,0.983320062000478,0.253692692514442,1.03103449209402,0.656719792184073,0.502946947292695,0.986539230764012,1.05427444797442,1.04831153801209,0.957356346326305,1.38988522211717,0.847817330254873,1.03175049325786,1.44440580822836,1.03760954079393,1.04208930424642,1.6828591539043,1.27220120941879,1.10071795712727,1.20957029055879,1.07517615299916,0.94545591740079,1.61994118347175,0.833013393690345,1.1409770517677,1.61123618395893,2.33233208567869,1.89606179386459,0.851830109718673,1.41843980132234
"48","BLAN_004",0.626357991197431,0.347312455706502,0.845039486496399,0.101526888509411,0.232967602424929,0.404024349441456,0.75314121409693,0.202903037631445,0.743912360209576,1.11734296221792,1.32124044612644,0.690216343027256,0.599253919299308,0.941126988502198,0.96794197608258,0.369876288720857,0.404024349441456,0.741465006876012,1.4757938828983,0.510025364943092,0.747682860295197,1.18880561244213,0.340960509130348,0.382237021027558,0.573459984560243,0.932616195765232,0.772365232052529,1.13322092456557,0.520080607614117,0.836102358002862
"49","STEI_003",0.779528858085269,0.331411950243612,0.502834866671208,0.104657010189466,1.06508391115682,0.822436394985265,0.77868246592882,0.734232426100402,0.681250368402439,0.824938452062347,1.01211396456851,0.640949136270681,0.422608878983206,1.02463461109564,1.07520375835494,0.20745071631005,0.729541157213064,1.07222589650145,0.225844697457214,0.681359350008146,0.88024787755508,1.0872464320474,0.783099273593691,1.02143073732111,0.280475970132813,0.822728792274855,0.106069176780281,0.0996906382846137,1.00615805661774,0.512007104367536
"50","KONZ_002",0.861414195635231,1.41782739855626,1.24808001623938,1.25671967350812,0.710253294252961,1.0040260224407,1.23933410241792,1.52769246078944,0.818799708372735,0.719683319176912,1.62343726214103,2.10185595248751,0.919482147548166,1.06732071790657,0.673774123153146,0.995360064668332,2.23132548586391,1.63940486887986,0.974174675205218,1.40029312941922,1.88382088330199,2.06829597814062,1.76094385114928,0.936003496100717,1.14740128916272,1.8671641438304,1.36875554558514,1.73913719664169,1.7944892472428,1.35763246991334
"51","KONZ_004",1.2386914029079,1.54986968928682,1.76235560736646,2.08083988745014,1.9561093203525,1.49361476459748,1.13878295684722,2.08044865110281,1.27143851000363,1.43608533098018,2.01489118502889,2.05488112998765,1.97613236835896,1.82248419325223,2.07061780808511,1.65166635262293,1.64856776777308,1.79236702070581,1.60178615054322,1.6325645630622,1.88943021725181,1.21001871219438,1.3916059200412,1.10571283938474,1.31154553277016,1.60187039375864,1.90439343473136,1.95250347939849,1.51383066763804,1.18368823808031
"52","KONZ_024",1.46450559130119,0.796026639020784,1.95730471499601,0.855341171267474,1.18931737812202,0.973077696194732,1.39445604928576,0.642409454535885,0.669449516688583,1.74877836611302,0.581647442200004,0.847176232364815,1.59705506399819,1.31253872325358,1.5447981905547,0.582145577737614,1.3401835510451,1.8210851965549,1.44541958515048,1.06135261813134,1.5361884867495,0.63341158980522,1.03263552706035,0.647625354714697,0.270470753306925,1.19092320565445,0.343563629931021,0.145310254726312,0.825236116366048,1.27865266548601
"53","KONZ_046",1.44688564284819,1.33683002582119,1.88195210706646,1.13637308032741,1.74564844871068,1.95373489970489,1.62231180284694,1.4534750093971,0.717587387026593,0.922234191510001,1.94636846363427,1.12709051118367,1.290423883169,1.66330432826009,1.88865369373518,2.17816218336474,0.908606447280696,0.894955142974352,0.999830807400989,1.69350882391833,2.01649793438833,1.72640362848946,1.38805389985282,2.17150079329908,1.98980827288816,1.17867406741503,1.26841906700823,2.35116890156224,1.37965249740558,1.45145292383729
"54","KONZ_042",2.19386070707895,2.21186690530375,1.25360041836094,1.23201636326487,1.79166925542757,1.11047613936466,1.7450443438065,0.558176126569107,1.57013379108038,0.98127301772941,2.06246806114775,0.891272953540507,1.63443019659849,1.96956865692532,1.08352764955728,1.60383184817742,0.144367716826087,1.44674699636189,0.60509291128707,1.15680528787069,1.70736378548776,2.26771521013944,0.823388235457449,1.32858011669089,1.65620779343017,0.636820666758685,1.65345618012316,2.07838025974562,2.22138570162247,1.99689819414243
"55","KONZ_001",1.04799588037515,0.139319822472935,0.217262280552638,0.212380452242903,0.754463409639319,0.885564684262722,0.492412998634669,0.667266530540252,0.496623972007631,1.15083369520357,0.186817708708433,0.368681326667071,0.634155840596225,0.609848808999422,0.67044977362291,0.670657112968562,0.957824916480434,1.44966100137467,0.596611439626603,0.60247243186217,1.54761380426675,0.802025437437628,1.58682217467382,0.44769412326508,0.831526198640246,0.541005768238439,1.06591751117934,0.753667191822045,0.85111785815352,1.39296755673907
"56","UKFS_031",0.895328744933767,0.40104900311934,0.651524495529415,1.0337875936084,0.849274002485581,0.398800375749262,1.89682617308151,0.486623176929475,0.920326180699996,1.21283483548211,0.657659425123073,1.13880819448682,0.249908631332339,0.0982034820157511,0.477153710245925,1.55529291052709,1.55418303312198,1.53321645121831,0.662967861592594,0.483938401650714,0.357859656681128,0.327875842059488,0.415073995013014,0.701962387828067,2.18782560901886,1.31953959928149,0.304483450927891,0.20500485139649,0.325941286455645,1.28055603778486
"57","UKFS_003",2.00372496238289,1.80411953420145,2.50539129174372,1.84581971716937,1.91888479058169,2.05972944587079,1.79628693564251,1.98982157957948,2.34412672349554,2.21490347775094,1.80535738756818,1.01058552093822,2.07007497768156,1.27525694563654,1.67865977695056,1.55075320723501,2.18167412052627,0.850788314026296,1.86359442919494,2.36457450619745,1.80406216432189,2.17405958713215,1.11456526195838,2.40318787226127,2.42286444679001,2.05018459178864,1.77673175412362,1.414563266778,1.12232041050575,2.18358084098159
"58","UKFS_032",0.946406737069901,0.421999304209624,1.65639164256418,1.25820533807227,0.62429519466599,0.589844524452385,0.916717996224512,1.22999065600476,2.33915499902236,1.86101492226731,0.607364257164653,0.623684747375444,0.154364148704963,0.026389197859641,1.01818854725057,1.32778225092945,1.14758076097757,1.34345164532863,0.815518474715548,0.461555262010162,1.39082396774964,1.05957213000795,0.854055293779655,1.60941870599837,0.777595087760893,1.12634784323509,1.09445998438417,2.0030635314594,1.41874992753024,0.225262589333721
"59","DELA_005",10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10
"60","DELA_040",0.716150578211906,0.13148495025937,0.716150578211906,0.139296852155728,-0.0110102573300528,0.13148495025937,0.139296852155728,0.120474692929318,0.120474692929318,0.13148495025937,0.716150578211906,0.00781190189635772,0.139296852155728,0.139296852155728,-0.224775007111178,0.716150578211906,0.716150578211906,0.716150578211906,0.139296852155728,0.697328418985495,0.139296852155728,0.584665627952535,0.139296852155728,0,0.00781190189635772,-0.235785264441231,0.120474692929318,0.139296852155728,0.13148495025937,0.120474692929318
"61","DELA_014",10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10
"62","DELA_038",0.553388795028613,0.565471320493289,0.0490523286423716,0.144621543818795,0.565471320493289,0.132539018354119,0.144621543818795,-0.047180706632977,0.166014262444156,0.144621543818795,0.166014262444156,0.160198628371129,-0.0592632320976535,-0.259314687595585,-0.213756918040871,0.0155770845523338,0.284763914272343,-0.0120825254646766,0.0974408371858184,-0.047180706632977,0.581048405045623,3.97205464519564e-16,3.97205464519564e-16,-0.0592632320976535,-0.0316036220806429,0.553388795028613,0.0155770845523338,0.553388795028613,0.0155770845523338,0.033475244090038
"63","DELA_002",0.0750700461824785,0.0750700461824785,0.0415948020924407,0.0415948020924407,0.0415948020924407,0.219691590001273,-0.00558590454053637,0.573590878495692,0.0415948020924407,0.00999118001179748,0.0415948020924407,0.201793430463569,0.0571718866447747,0.0571718866447747,0.090647130734812,0.0415948020924407,0.201793430463569,0.0571718866447747,-0.205637360038468,0.622643207138063,0.589167963048026,0.0415948020924407,-0.172162115948431,0.186216345911236,0.0571718866447747,0.0571718866447747,0.00999118001179748,0.0571718866447747,0.0571718866447747,0.589167963048026
"64","DELA_003",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"65","DELA_001",10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10
"66","TALL_047",1.00374376549934,1.46026811840242,1.37715502430519,0.414369331303538,0.571119950640236,1.46585536757637,1.96890193206222,0.561807325357686,0.763474295544511,1.49656861284737,1.76512778736439,0.673347242617065,1.82964992416386,0.275000911098077,1.36659128963339,0.403257271094701,0.633777867808129,1.05237923337963,1.28114476213559,1.67316983358586,0.981405512216334,0.972270037700592,0.843509481608144,2.19428581246374,0.397461690880617,0.810517357301254,0.959933784854635,0.662492987481626,0.635955151897206,0.909467670881545
